Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Pla2g4a,0,0,0,0,5.205104894,0,0,5.389860995,0,0.953373575,0,0.974416308,0,0,0,0,0,6.41492212,0,7.571082956,0,0.934420911,0,0,0,0,0,0,0,0,0,0,0,7.534689664,1.455582465,0,0,9.808515923,2.008660936,0,0,1.05243569,0,0,7.409252745,4.157144039,0,0,1.242677288,3.927151038,0,0,0,8.668842383,8.677369216,7.061764706,5.304200119,0,2.326225385,1.400538273,0,6.426436988,5.034063156,1.168180952,3.254076052,0,0,0,0,7.364581568,0,0,4.459647261,0,3.406606787,0,0,0,6.091137917,0,7.224204115,0,0,0,0,3.319596531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.073756308,0,0,0,0,0,4.541771156,5.914142678,0,0,0,7.005944218,0,0,7.985548993,0,0,0,0,0,0,1.000364778,2.434508995,0,0,0,4.648756404,4.499370966,6.781456546,0,0,6.6543062,0,7.32954351,6.491189951,0,0,0,0,6.654807982,4.518930226,0,7.207990278,0,0,2.605751018,0,0,0,0,0,0,0,3.788073451,0,7.458568935,0,0,0,2.169458062,0,4.810960435,0
Prtn3,2.703707477,0,0,1.023444302,0,0,0,8.47896556,0,4.187519365,1.084590364,7.632495769,0,6.313297485,0,0,0,1.017630907,3.853171823,5.694484608,7.842647321,7.28932399,0,0,8.225953451,0,8.291509321,6.81588071,0,0,0,6.673235696,6.821484349,7.197827966,6.183208799,1.127486221,0,9.774685032,7.101860008,8.988937407,7.299147636,7.413771788,0,0,0,8.375805662,6.889847686,1.667816781,0,0,6.769103722,0,8.231145235,3.136329681,1.393100305,8.982391246,8.015219492,8.780249027,1.001850742,7.691550451,7.497102885,6.044981028,5.527800826,0,6.227123846,9.372476367,9.503135611,5.923104148,0,8.272463223,8.53167504,6.464976349,7.615677813,8.012552627,10.54914708,9.341191236,7.820861507,7.930940994,6.781158786,0.934913021,0,2.756335059,5.814333615,8.079122284,7.852922242,7.632676517,6.996286502,7.248065049,0,0,8.722267243,7.231900819,2.83390077,6.12416234,6.716029228,0,6.27365642,6.999077056,7.140483723,7.524416995,7.623397338,0,7.674392025,8.155668158,8.737075563,8.193038835,0,6.860155666,7.337103313,7.537929678,7.321443827,0,8.167802099,5.417375162,7.65459723,9.114720941,6.678435115,0,8.068431663,7.996935178,8.538244727,5.83434956,7.256089416,0,7.478460413,7.351173302,7.74057745,8.758031423,6.087623993,7.05182739,8.172791542,8.753780023,7.512340254,8.460297817,7.141452748,7.953030124,7.7631135,7.007159117,7.571732067,8.524993533,9.766255946,9.400494487,7.202457662,8.051140355,7.004174304,5.159622637,7.159516238,7.361759325,8.611735704,0.916776393,7.351164797,4.971303803,8.820640054,9.210882468,10.03889471,9.247171174,0,7.984983865,6.918466823,2.642603521,8.46262828,8.752443969,7.234529806,7.723630968,8.519575796,5.844486506
Gstm1,6.92330501,5.655895124,8.60386267,5.021929219,0.971545379,5.294796153,0,7.364967991,1.029811487,6.826032136,0,0,0,0,0,0,0,0,0,0,0,0,0,6.433322154,6.073354559,0,6.778723452,0,8.962812005,0,9.175149105,0,1.013906807,3.662306135,7.466094415,3.165253993,8.103554849,11.23932713,8.26551409,9.757004452,8.855613355,0,7.297797092,0,8.019469496,1.38571468,9.392603415,0,0,6.045856286,9.692174074,7.827533317,9.066460931,6.082367261,0,9.095677812,7.803414943,7.350106144,8.190055363,0,2.02845092,7.497509819,7.933407601,9.514434616,7.220137179,7.02774193,8.029744656,0,0,6.321228539,7.266960547,9.822671328,6.326887222,0,3.772167598,4.973577919,9.805490338,3.737554413,2.623310313,7.972449293,5.036320159,0,0,2.917640463,6.999897824,0,9.239593554,8.387373652,4.383978167,3.56560051,0,0,8.614058044,0,7.608341349,0,5.967731082,0,1.450781203,9.353396787,0,0,4.880398032,1.031463387,3.733084464,0,6.232550834,8.093647041,7.582592619,0.978017185,0,5.967768371,8.122572652,7.612340587,7.259279199,0,0,5.166864053,2.146481313,0,7.795609008,0,3.848114786,7.989034064,8.069031522,7.599350198,4.798029011,3.314853341,5.495417413,8.173522567,0,0.932014926,6.687577499,8.384498857,7.295149617,7.569681162,0,0,6.513772815,8.019759244,9.453053398,3.304102128,3.667681753,6.858147176,0.86214546,7.411775221,8.729117485,6.875394596,8.047193577,1.453056205,8.914375525,1.023327141,4.906156774,7.634809595,1.05026709,8.387279929,0,0,8.322480999,0,0,0,8.181555154,7.528184512,0.910235444,10.10463087
Gda,4.999729022,6.416528566,0,3.540535577,1.539862994,1.458248028,0,8.510087957,3.264425178,0,0,0,6.168418515,0,7.634948795,0,0.996431715,0,0,0,0,3.349863925,5.284271728,0,0,0,0,4.851945921,0,0,1.072541213,7.339607377,0,9.276266137,7.848962684,4.701532983,0,5.778635379,0,6.854985942,5.863432418,0,0.923670436,0,5.31453222,0,1.089833289,4.469988904,0,0,0,7.089636779,0,8.222371271,3.234678737,0.971786452,0,3.725797654,0,0,0,0,6.951489933,4.563955174,5.178306141,8.359663956,6.058577916,7.426271398,7.847107975,7.87185427,9.316550262,6.427863155,0,0,5.273264004,6.518675974,1.469554148,0,0,0,0.981876052,6.727229035,4.923051574,0,5.195298243,0,0,7.966834291,0,8.242870765,0,0,0,0,7.116671628,0,6.698073563,0,0,9.044412259,0,2.759561915,5.819193314,0,3.154822363,8.828650008,0,3.56673415,0,4.541771156,0,0,7.468204909,0.980775667,5.744715927,8.953451932,0,4.885267725,3.420831474,0,0,0,7.080807999,8.463917299,1.000364778,0,8.125271699,5.393410656,0,1.586634959,0,8.874273725,4.606281234,0,6.465542009,8.137324779,0,5.420010966,4.025448783,0,5.308455772,6.504068698,5.990886411,7.05473725,7.644884107,8.420438173,0,7.675991583,0,8.819590432,5.860602067,7.799852497,4.700016167,0,1.05026709,0,0,2.581932863,4.377132992,4.178607501,0,3.731547388,8.992658317,0,6.597320518,0
Il1rapl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387731937,0,0,0,0,0,2.71786295,0,0,0,0,0,0,0,0,5.458233102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.007254888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60236779,0,0,0,0,0,0,0,0,0,0,4.778034362,0,6.087397361,0,0,0,0,0,8.369374064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.202457662,0,7.598761438,0.976202458,0,0,0,0,0,0,0,0,0,0,0,1.997655953,0,0,0,0,4.338916123,0,0,0
Slc14a1,0,0,0,0,0,0,6.96675286,0,0,0,5.772111927,0,0,0,0,0,0,0,0,0,0,0,0,0,5.795744385,0,0,0,0,0,0,0,0,0,1.455582465,0,0,0,0,6.913513384,0,0,0,0,6.115052504,0,5.239215425,0,6.82460111,0,0,0,3.111369536,6.786431483,1.393100305,0,0,0,0,0,0,0,3.533100494,0,6.630908218,1.359350847,0,5.242696958,0,0,0.918370046,5.685956361,0,0,0,0,0,0,0,0,0,5.449033082,0,0,5.110853486,4.797892973,2.843690525,0,0,0,0,0,0,0,0,0,0,0,5.450120164,0,0,0,0,6.234571233,7.348513112,0,0,0,1.942422932,7.510663505,6.402611094,0,0,0,0,3.088390964,0,5.431521181,0,6.470213412,0,1.213629876,5.062059843,0,0,0,0,0,3.787440447,6.25452035,0,0,0,8.384498857,0,0,0,0,3.564411252,0,0,0,0,0,0,0.976202458,0,0,0,0,0,0,0,0,0,0,0,0,0,7.390011158,6.006724236,0,0,0,0,0
Serpinb6a,0,0,0,0,0,7.507506505,0,5.592787428,0,1.511061366,0,0,0,4.891994384,0,0,0,0,0,7.680680162,0,0,2.948020643,4.36783459,0,0,0,0,0,0,8.866469266,0,0,0,2.911164929,0,0,0,0,0,4.879472705,0,7.199471504,0,0,0,0,1.052275231,0,0,0,0,0,0,1.393100305,0,0,0,0,0,0,6.882997585,0,5.615860447,6.562012362,0,0,0,4.445083089,0,0,0,0,0,5.824483446,0.876799185,5.595114218,0,0,0.934913021,0,0,0,5.932010913,0,7.263871406,0,0,0,4.232267091,0,0,0,6.068417804,0,0,0,0,0,0,0,0,0,0,7.952715893,0,0,0,0,0,0.930254707,0,4.450129465,0,0,0,0,0,0,0,4.218850334,0,2.427890113,0,0,8.081057797,0,0.924654955,0,0,0,0,0,6.377917357,5.049063152,0,0,5.850040273,5.658508428,0,0,0,0,0,3.844678723,7.273890601,0,7.912844202,0,0,0,0,1.07005385,8.194832746,0,0,0,0,0,1.02229859,0,0,6.781183227,9.926962527,0,3.623033616
Prcp,0,0,6.31768985,0,0,0,6.779566711,2.118689938,0,6.110543953,0,0,2.844689246,6.267794352,7.580673022,0.936243781,0,0,1.783080023,0,6.66642844,0,0,0,0,0.994535316,0,0,0,2.218471686,0,0,5.86175997,3.995584648,0,5.687484864,2.304299015,2.402446898,5.573682036,8.272444859,0.826064513,2.720506794,7.053724396,4.901372739,2.772975804,5.275907607,7.390551558,7.121992722,2.485354575,1.398879424,8.751655566,1.986017448,0,7.299369363,0,4.902073861,7.392128652,2.677227868,2.812550613,0,6.399050195,0,4.9168835,4.672723806,5.425712211,0,0,4.459180739,1.719592871,5.930712622,3.901169388,7.579432223,3.325668368,2.423353672,3.187851443,4.343835289,4.408662444,1.480970897,5.246620626,0,0,6.605855166,1.412648613,0,5.788844187,2.228072498,0,0,3.072110459,8.532208501,0,8.746864739,1.88926718,1.367501237,5.279770635,0.951345443,0,0,0,0.927963779,0.967111829,2.282399097,8.107238395,0,1.1237704,2.226282218,0,0,0,6.284997362,0,1.006243917,0,6.701532261,0,0.974278875,5.47364015,6.594638587,0,2.297446925,8.423790823,1.213629876,3.40797463,2.957700968,8.777987908,0,3.432213816,1.46554343,8.058604532,6.748580608,1.799748387,3.88643234,5.999051819,0,3.028180421,6.793702823,4.136871229,2.551837784,3.091037758,2.655288137,9.046457697,4.065528899,6.247976832,5.221843972,2.732936448,8.860809695,3.152244774,0.971537905,6.426308111,3.392475778,3.727669819,2.376092039,1.07005385,6.996625998,3.998739574,5.51949008,1.094998794,6.95762022,1.633170912,3.89225357,4.777394517,1.008406479,1.36877564,0,2.885378091,0
Pclo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.233788633,1.474010321,0,0,0,0,0,0,0,0,5.003595853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285829564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.247051209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341238558,0,0,5.013264144,0,0,0,0,0,0,0,0,1.971584521,0,0,0,0,0,0,0,0,0,0,0,7.845209748,0,0,0,0,0,0,0,0,2.11350125,0
Kdr,0,0,0,0,0,0,0,7.147277859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.420102914,0,0,0,0,0.865083178,0,0,4.470670525,0,0,1.70024233,6.865102554,0,0,0,0,0,0,0,5.162300084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.886192652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.435706108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.992301905,0,0,0,0,0,5.810659205,0,0,0,0,0,0,0,0,0,0,0,0,4.491956201,7.551550454,0,7.752155071,0,0,1.017733302,0,0,0,0,0,0,0,1.576457353,0,0,0,0,0,4.566655354,0,0,0,0,0,7.372647428,0,0,0,0,0,1.02229859,0,0,0,2.325044597,0,0
Cyp26b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.426513876,0,0,0,0,0,0,0,0,0,0,6.106119723,0,5.386295165,0,8.038869629,8.265712788,0,0,0,2.954560515,2.387653441,0,6.640032004,0,0,6.427848982,7.642151071,5.465268868,0,0,0,0,4.994212352,6.108068719,0,0,0,0,0,0,1.258515789,0,5.222518196,3.513870965,0,0,0,0,0,0,0,0,0,1.38969383,4.12556007,0.934388603,0,8.225048319,8.53934414,3.052115623,0,0,0,0,0,0,5.497391014,0,0,0,5.646339393,0,8.005302339,0,0,3.937207172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.797327018,0,0,0,0,0,0,0,4.815510983,0,0,0,0,6.684139304,0,7.360255232,0,0,0,0,0,0,5.306212987,0,5.620898454,0,0,0,0,0,7.611497871,0,6.852648722,0,6.756520074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.720553554,0
Dhrs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65038175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.104871381,0,0,0,0,1.089833289,9.603805055,0,0,0,0,0,0,0,0,0,0,0,0,0,5.034513277,0,0,3.798674185,0,3.502643546,6.557288006,0,7.318375735,0,0,0,0,0,0,0,0,0,0,0,0,0,6.969338944,0,0,2.618419678,0,0,0,0,0,0,0,0,4.242459951,2.124091494,0,6.170741312,0,0,0,0,1.63483079,0,7.967645713,0,0,0,6.333378578,0,5.241980761,0,0,0,0,0,3.330362221,0,0,3.735662385,0,6.666807919,0,0,7.667455066,2.670781472,0,0,0,0,0,0,0,0,0,0,2.962591922,0,0,0,8.84406905,7.590417534,0,0,0,0,0,0,9.28274004,0.911976442,1.023327141,0,0,6.393461883,7.731594373,1.094998794,3.455377083,0,0,0,0,0,0,7.380666359,8.139476721
Phf11d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.665417802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461566288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977504851,0,0,0,0,0,0,5.424864343,0,0,0,0,0,4.955240059,0,6.536841763,0,0,0,6.793609179,0,0,0,0,0,0,0,0,6.748700173,0,0,0,0,0,0,0,0,0,0,0,7.333747472,0,0.915341027,0,0,0,0,6.792147727,0,3.2614445,0,0,0,0,7.979193543,0,0,0,0,0,0,5.306117943,0,0,7.308614357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916776393,0,0,0,0,0,0,0,6.202175739,0,0,0,0,0,0,0,0
Lst1,5.27072711,6.812376149,2.537816269,8.116667936,0,3.836548125,0,0,7.922841241,5.863006399,0,1.544413308,6.424162111,0,5.126081574,0,6.244424862,7.016379654,0,0,0,3.232565244,0,0,0,4.368314797,0,6.067580664,1.382870913,0,6.701159755,0,6.372812097,7.07905958,5.386295165,6.296968266,7.943860892,8.373394221,6.860747461,7.58958133,4.937618831,8.203121443,6.874826867,0,1.072733474,5.886415514,6.870070104,0,0,0,7.588062131,6.477953934,0,8.22940341,6.624035228,7.288248622,6.407142397,6.403025522,6.626951968,1.400538273,5.231175978,6.220100079,6.786316615,5.28433891,5.347747166,0,1.751321773,0.88398738,6.333537584,6.679147491,0,7.635412455,3.432793318,7.581844135,7.33491453,8.603309069,0,7.857639051,0,7.041186597,0,5.33567199,0,0,4.94215135,0,0,0,0,0,0,0,0,0,5.414131106,0,6.512381763,3.195073397,0,7.139277228,0,0,0,0,0,0,0,5.201092002,0,0,6.632049085,0,5.236980597,0,0,0,0,0.874718089,0,0,7.077963585,0,0,0,0,6.033918716,0,0,7.493837882,0,0,0,0,0,0,0,0,5.215271059,0,6.378385705,7.844083008,4.675216449,0,6.601690143,0,0,0,5.238840769,2.82993194,0,7.254039651,6.813528521,0,0,6.601351097,5.862142101,5.978071039,0,0,0,0,2.830954893,5.065071744,0,0,5.186464983
Prnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.619766772,0,0,3.225813654,0,0,0,0,0,0,0,0,0,0,0,4.260736068,0,6.958647269,0,0,0,2.617941934,0,0,0,0,0,0,0,0,0,4.793785178,0,0,0,0,1.79492607,0,0,0,0,0,0,0,0,4.845066385,5.943253771,0,0,1.168180952,0,0,2.775779337,3.271142009,0,0,0,4.195969551,0,6.969823977,0,0.876799185,0,0.934388603,2.623310313,8.074492819,6.389847709,0,0,0,7.0570478,2.228072498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.718253477,0,0,0,0,0,0,5.563803799,0,0,0,5.482605985,0,0,0,0,7.370328001,0,0,0,0,0,0,0,0,0,0,0.955284564,0,0,2.022283598,1.633059645,0,5.825827444,0,4.210322939,0,0,0,0,0,0,0,0,0,0,0,0,1.094182958,0,7.220346343,0,3.782954308,0,0,0,0,0,0
Kcnip3,0,0,0,0,0,6.321093274,0,0,0,6.746848988,0,0,0,0,0,0,7.602132904,0,0,6.319180467,0,0,0,0,0,0,0,0,0,0,0,0,0,7.615735959,0,0,0,1.034677561,0,0,0,0,7.199471504,0,0,0,4.710181109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.961941795,0,0,0,0,0,4.848815925,0,0,0,0,0,0,0,0,0,6.370639527,0,0,0,0,5.112145309,0,0,6.10374231,0,0,0,7.967645713,0,0,0,0,0,0,0,0,0,0,6.851629605,0,0,6.023279884,0,0,0,0,0,1.048485955,0,0,5.332475069,0,0,0,0,0,0,0,4.136871229,0,0,0,0,0,0,0,0,7.64029587,3.303400071,0,5.327907932,0,2.560241554,0,0,1.233445233,0,0,0,0,0,0,0,0,0,0,0,0
